customer_tweet_id,customer_text,rough_intent,requests_escalation,top1_similarity_score,decision,decision_reason
169630,Yet again my @115821 account has been hacked by someone else... 2 times in 6 months this has happened to me! Maybe it’s time to get Better protection @115821. I will not be using them EVER again!!!,Account Access Issue,False,0.7126933932304382,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
339910,"@AmazonHelp do you price match online? i see braun clean/renew refills 3pack for $21 at amazon, and at other sites for $15, same product",Marketplace / Seller / Pricing Issue,False,0.4563458561897278,ESCALATE,Weak historical grounding (top1_similarity_score=0.456 < 0.65).
340522,@AmazonHelp I had 2 things suppose to be delivered today that we’re out from facility will I get them? It’s for bday party tomorrow!!!,Delivery Delay / Non-Delivery,False,0.6812238693237305,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
779948,@AmazonHelp The reordered piece is again a damaged item,Wrong / Missing / Damaged Item,False,0.704471230506897,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
423535,"@10265 I have booked few item from @115850 @AmazonHelp 171 2507067 9234757 order id.
Has been refuse to deliver at home.",Delivery Delay / Non-Delivery,False,0.808273196220398,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
722113,"@AmazonHelp Explain this. Shipped on a Tuesday but won't deliver till Friday, when originally promised Thursday. It's Prime. Why not 2days https://t.co/XMq4FLuobN",Delivery Delay / Non-Delivery,False,0.7901430130004883,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1135235,Hey @119625 when does 'shameless' season 8 release in India on prime video?,App / Digital Content / Technical Issue,False,0.6950259208679199,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1567094,@AmazonHelp I have send mail already to your qla team but not any response so please help to me I have add money to amazon pay balance so please help me,General Inquiry / Feedback,False,0.7451132535934448,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
643864,@AmazonHelp I spoke to your support staff. They said your order would not be replaced. Your amount will be refunded  to your amazon account.,Wrong / Missing / Damaged Item,False,0.7198171615600586,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1720093,@115850 wat kind of sorcery this u charge ur regular customer more. https://t.co/8rcRuCp0qf,Refund / Billing / Charge Dispute,False,0.6789094805717468,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1188155,"@AmazonHelp AMZL US,   btw I'm partially handicapped which is why it's a big deal, plus big package very visible to potential thieves driving by",Delivery Delay / Non-Delivery,False,0.681469738483429,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
503461,"@AmazonHelp Sure... so, two things: what are ‘external factors’, and how can something be out for delivery for eight hours and not show?! https://t.co/nDu9gvpTo1",Delivery Delay / Non-Delivery,False,0.6441730260848999,ESCALATE,Weak historical grounding (top1_similarity_score=0.644 < 0.65).
445643,@AmazonHelp @115850 You have charged extra for 11 AM delivery . I had to gift it to someone . I am waiting for it . My order id is 408-7145886-3472365 .Stop doing fake promotions if you dont have stock . Please make sure it is delivered to me in next 2 hours,Delivery Delay / Non-Delivery,False,0.7230091094970703,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
744114,@AmazonHelp Then how come I was charged Rs. 3500 for shipping charges.. Please reverse the transaction,Delivery Delay / Non-Delivery,False,0.7098641395568848,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1250301,@AmazonHelp Do you have to purchase an echo device to get prime music or just being a amazon prime subscriber is enough??,App / Digital Content / Technical Issue,False,0.6997027397155762,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
779941,@AmazonHelp The goods got picked up yesterday..however the App still after more than 24 hours does not reflect it,App / Digital Content / Technical Issue,False,0.7384968996047974,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1066861,"@115830 Prime Now instructions to leave at the door ignored, resulting in us being woken up and the dogs going crazy! Not happy!",General Inquiry / Feedback,False,0.7011287212371826,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1372759,"@116439 im having Audio sync problems, any fix?",General Inquiry / Feedback,False,0.532042384147644,ESCALATE,Weak historical grounding (top1_similarity_score=0.532 < 0.65).
2806640,"I think amazon delivered my order to the wrong mailbox and imma cry, i need it for thanksgiving 😩😩😩😩",Delivery Delay / Non-Delivery,False,0.670378565788269,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2924535,"Seriously, @AmazonHelp, why am I even paying for Prime? Saying “we’re sorry your package will be late” doesn’t really fix anything. https://t.co/b1nceQMfdN",Delivery Delay / Non-Delivery,False,0.876203179359436,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
210424,@165806 @115850 @121294 Mine screen broken but not replaced in last 40 days nobody bother to address the issue,Wrong / Missing / Damaged Item,False,0.5466079115867615,ESCALATE,Weak historical grounding (top1_similarity_score=0.547 < 0.65).
319712,@AmazonHelp @115850 15 days past but nither received product nor refunded money to my account from Amazon.,Refund / Billing / Charge Dispute,False,0.7670096158981323,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
337437,@115830 @129773 @AmazonHelp  wanted to settle down and watch Arrival... where are the subtitles?,App / Digital Content / Technical Issue,False,0.785903811454773,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2390398,"@115850 order no 408-5653703-6268348, 1 pc was defective, got replacement n have confident that it will work so i didn't check also i was travelling. Today i check the pc and didn't working also my retrun date was lapsed (13th nov), CC team put me on hold for 30 min n solu help",Wrong / Missing / Damaged Item,False,0.599109947681427,ESCALATE,Weak historical grounding (top1_similarity_score=0.599 < 0.65).
2391837,@115850 ord no:406-5494715-4837112 my sis purchased it wantd 2 return. PFA img this is hw I got it. Filed claim no response frm seller 1/n https://t.co/bVpmwIC0il,Marketplace / Seller / Pricing Issue,False,0.5865490436553955,ESCALATE,Weak historical grounding (top1_similarity_score=0.587 < 0.65).
1689315,@115850 @AmazonHelp Today you have lost another customer. Fed up of your delivery standards. No commitment from customer service too.,Delivery Delay / Non-Delivery,False,0.8430716395378113,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
177393,@115821 That shipping was delayed 2-3 days. A few months ago I also pre ordered a book that was suppose to get to me the day of it’s released and again I didn’t get it in time. I didn’t care but this is the second time a delay has happened so I called and emailed to ask what happened,Delivery Delay / Non-Delivery,False,0.8419009447097778,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1222599,@115821 seriously disappointed in your lack of security. My account was hacked and nobody is in a hurry to help me :(,Account Access Issue,False,0.7271102666854858,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2736276,I'd really like to know why my @116935 quick access options aren't showing up.,General Inquiry / Feedback,False,0.4686977863311767,ESCALATE,Weak historical grounding (top1_similarity_score=0.469 < 0.65).
543561,@UPSHelp @AmazonHelp please read above. The issue is on your end.,General Inquiry / Feedback,False,0.8626392483711243,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
566597,@AmazonHelp I filed out link it stated I will have response within 12 hours.  That’s not real time.,App / Digital Content / Technical Issue,False,0.7973434925079346,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
393112,@115821 how do i put it so when i buy something i have to put password in on firestick as my son keeps buying stuff without me knowing,Account Access Issue,False,0.7187080383300781,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2403888,I don't know why @116316  Prime in Belgium isn't being carried out by @37596. @132988 isn't as fast (and not as good as Bpost).,General Inquiry / Feedback,False,0.5467716455459595,ESCALATE,Weak historical grounding (top1_similarity_score=0.547 < 0.65).
2884210,"@AmazonHelp that screenshot is all it says when I click into it, it currently also says “arriving today” - it’s said that since yesterday morning, also said it on Thursday.",General Inquiry / Feedback,False,0.9046138525009156,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1427378,@116439 How come I have to replace the batteries in my fire TV remote every other day?,Wrong / Missing / Damaged Item,False,0.5953319072723389,ESCALATE,Weak historical grounding (top1_similarity_score=0.595 < 0.65).
1664433,"@115850 I need to change my delivery location, no way to speak with someone to change. Can someone call me or sort this for me online?",Delivery Delay / Non-Delivery,True,0.754001259803772,ESCALATE,Customer explicitly requested escalation.
1326848,"@AmazonHelp Thanks 

I fixed via remove app, reinstall app &amp; re-authenticate account.  

https://t.co/5YIvmyfCfN…",App / Digital Content / Technical Issue,False,0.7482291460037231,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
77337,@AmazonHelp The order is sold by Amazon. Thank you,Marketplace / Seller / Pricing Issue,False,0.833114743232727,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2848950,@109136 Any input @AmazonHelp? Firefox is showing the same screen now.,General Inquiry / Feedback,False,0.6272004842758179,ESCALATE,Weak historical grounding (top1_similarity_score=0.627 < 0.65).
470874,"@AmazonHelp You  have all my details.  You can check my account from anywhere. Why can't you accept that your are making terrible mistakes. Just to skip from public embarrassment, you want to discussed over Amazon app, which I already done. After making more than 10 complaints 1/2",App / Digital Content / Technical Issue,False,0.7871544361114502,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2469391,@AmazonHelp Just did that it keeps saying i only can watch stuff on the dam website if it still doing this by tomorrow im cancelling as not going pay for something thats not working,App / Digital Content / Technical Issue,False,0.6667202711105347,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
62195,@115821 I'm home alone with a two year old. Delivery person left these downstairs ? Mind you they're heavy and there's an elevator! https://t.co/e44bZxEPhn,Delivery Delay / Non-Delivery,False,0.6456103324890137,ESCALATE,Weak historical grounding (top1_similarity_score=0.646 < 0.65).
2545412,"@115850 Defective prduct parceled ord 7 size shoe,got 6 sze fr left leg n 7 fr right leg,instead asking vendor fr blunder amz asking me to refund it",Wrong / Missing / Damaged Item,False,0.5614882707595825,ESCALATE,Weak historical grounding (top1_similarity_score=0.561 < 0.65).
2827961,"@AmazonHelp Just checked, benefits were not used in both October and November, but you are only refunding for Nov. What about refunding the October membership fee?",Refund / Billing / Charge Dispute,False,0.6333286762237549,ESCALATE,Weak historical grounding (top1_similarity_score=0.633 < 0.65).
2310963,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/MYuq5R82Hn,Marketplace / Seller / Pricing Issue,False,0.9908432364463806,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2132875,@117795 @AmazonHelp hey I have prime - if I want to get narcos it’s Netflix - do I have to pay extra to watch these?  Also says watch with 30day free trail but I’ve already got an account? Help explain xx,Refund / Billing / Charge Dispute,False,0.6379835605621338,ESCALATE,Weak historical grounding (top1_similarity_score=0.638 < 0.65).
1996326,@AmazonHelp It is outside the 30 days and I've already contacted your chat people who assured me they would sort it out but the seller refused and the return has been closed very frustrating,Marketplace / Seller / Pricing Issue,False,0.6632602214813232,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
129223,@AmazonHelp I don't know..... Coz 5 minutes back it was on hold and after i mailed to __email__ ...now i got message in my app that my refund is processed... Does it means now my account is unholded?,Refund / Billing / Charge Dispute,False,0.7778477668762207,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1128096,"@AmazonHelp your warehouse deals are a joke. I paid £116 for item with no stand, rattling sound, no remote or anything! Angry 😡",General Inquiry / Feedback,False,0.5838651657104492,ESCALATE,Weak historical grounding (top1_similarity_score=0.584 < 0.65).
131779,@AmazonHelp That someone would email me with an update in 2 business days. (I spoke to them on phone).  That was a month ago -told the same 4 days ago - still waiting! It is a known issue apparently but have had this nearly a month now and it's not fixed.  It DOES NOT work with @7830,General Inquiry / Feedback,False,0.7637002468109131,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2534482,@115850 A story of my experience with Amazon. I posted a review on this product and Amazon refused to post my review also. I have given images of the product I ordered and product I received also. https://t.co/VH7o2HTw49,General Inquiry / Feedback,False,0.7557421922683716,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2678093,@115833 Care to solve this problem with Bluetooth disconnection after two seconds between Echo and OP 5 devices? Looks like sporadic issue https://t.co/wrQYtWGp4U,App / Digital Content / Technical Issue,False,0.5693118572235107,ESCALATE,Weak historical grounding (top1_similarity_score=0.569 < 0.65).
17220,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),General Inquiry / Feedback,True,0.834251880645752,ESCALATE,Customer explicitly requested escalation.
494975,@115821 So my account got hacked into. I am not able to login and in spite of changing my password multiple times it keeps saying password is wrong. Now I get a notification that email has been changed as well. Cant talk to anyone customer service says they need to fill a form!,Account Access Issue,False,0.8081686496734619,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1808133,Hey @115821. Why do I pay extra for next day when it takes you 4 days to ship. https://t.co/aRvek1Gbtv,Refund / Billing / Charge Dispute,False,0.7118659019470215,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1339867,@AmazonHelp Can your drivers not knock on the door instead of forcing parcels through my letter box? Parcel is now damaged 🙄,Wrong / Missing / Damaged Item,False,0.7013280391693115,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
93731,"I’d rather be told my package is coming in 3-5 business days, rather than being lied to about my package coming on a specific date @115821. You guys have been HORRIBLE",Delivery Delay / Non-Delivery,False,0.7110398411750793,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
759749,@AmazonHelp Thanks I've submitted a query via the link,App / Digital Content / Technical Issue,False,0.8511338233947754,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
341548,@115850 Sony passive 3-D tv glasses.. Actual price is Rs.349 FRAUD AMAZON INDIA 😡😡 #AmazonIndia https://t.co/0WFy7mpxmW,Marketplace / Seller / Pricing Issue,False,0.5993610620498657,ESCALATE,Weak historical grounding (top1_similarity_score=0.599 < 0.65).
64222,"@AmazonHelp Your assistance cannot cannect me,
Can't cannect on costumer care. Facing so many problem,
Than I using social media platform, tell your assistant to contact me, on call or email",General Inquiry / Feedback,False,0.698406457901001,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1901983,@AmazonHelp the Amazon app isn't loading any products! DownDetector says lots of people sre reporting issues lately...,App / Digital Content / Technical Issue,False,0.7128052711486816,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2198850,Just received my @116439 in Canada. Anyone else having issues with the YouTube app? Video and sound are noticeably off #amazon #amazonfiretv #firestick,App / Digital Content / Technical Issue,False,0.6378079056739807,ESCALATE,Weak historical grounding (top1_similarity_score=0.638 < 0.65).
2110993,@AmazonHelp I have now contacted the Web chat and they have sorted it for me,General Inquiry / Feedback,False,0.8354313373565674,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1200824,@115850 not received order no 171-7360326-1361943. False promise for replacement by associate login id MYQNISH52. Poor customer support.,Wrong / Missing / Damaged Item,False,0.6502435803413391,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
679071,Shout out to amazon for screwing me over EVERY time I order anything. Charged me twice and now my account is in the negatives. 🙃 https://t.co/eg4PTOTgEg,Refund / Billing / Charge Dispute,False,0.6508824825286865,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
307892,@115821 i just had one question that if the product has been returned then how much time it takes to refund the amount that has been paid?,Refund / Billing / Charge Dispute,False,0.7047176361083984,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2492185,@115821 @AmazonHelp are you guys serious? Can someone ELSE please assist https://t.co/zJ3A3ltaSd,General Inquiry / Feedback,False,0.8575785756111145,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1681795,@115850 recurring problem-delivery boys have my number and call incessantly. Why can't they just deliver? Pls STOP sharing my number. DND.,Delivery Delay / Non-Delivery,False,0.7353281378746033,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2459211,@AmazonHelp Mail me again at __email__ coz I didn't get any mail,General Inquiry / Feedback,False,0.8809481263160706,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
435722,@AmazonHelp Yes I did receive mails. You had asked 24-48 hrs which already password. None of you mail said about solution of my issue except buying time,Account Access Issue,False,0.7165522575378418,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2004721,@AmazonHelp What if I don't have the email and password used to rent it. It was on my friends account?,Account Access Issue,False,0.6922208070755005,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
144218,seems @115830 have redfined the meaning of 1-day for #BlackFriday. Currently everything I try to order is on 4 days '1-day' delivery,Delivery Delay / Non-Delivery,False,0.6417219042778015,ESCALATE,Weak historical grounding (top1_similarity_score=0.642 < 0.65).
2937379,"@AmazonHelp They not give proper response, product price alsi hike to 3621 rupees, who pay the hike price now ?",Marketplace / Seller / Pricing Issue,False,0.6237137317657471,ESCALATE,Weak historical grounding (top1_similarity_score=0.624 < 0.65).
959288,@AmazonHelp Contacted. I didn't get any solution for my problem,General Inquiry / Feedback,False,0.9117964506149292,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1239571,"@115821  when i try to login it says Your password is incorrect
and when I change the message continues pls help",Account Access Issue,False,0.8176766633987427,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2976596,@115821 I reordered this. It was originally due last Friday &amp; had 1 day shipping. ☹️ https://t.co/3bN5NTed34,Delivery Delay / Non-Delivery,False,0.8236923217773438,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
671659,"Someone with my same name has commandeered my email address. I have access to their debit card, their Home Depot receipts, their Amazon account, and now they've linked a bank account. WTF?! Stop giving me your info!!",General Inquiry / Feedback,False,0.6562443971633911,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1103616,@AmazonHelp this is the second time I got the wrong item labeled as the one I ordered https://t.co/cyfGOotGb2,Wrong / Missing / Damaged Item,False,0.717449426651001,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
67541,"@AmazonHelp not a happy customer, been charged £80 for amazon prime!!! which I haven’t signed up for?",Refund / Billing / Charge Dispute,False,0.810537576675415,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2425969,"@115821 And please, don't have me speak to anyone outside of the country because I know they're just sitting on their computer in their pjs at home.  They obviously don't care about their job. I need someone from corporate to contact me",General Inquiry / Feedback,False,0.5696144104003906,ESCALATE,Weak historical grounding (top1_similarity_score=0.570 < 0.65).
180700,@AmazonHelp they aren't helping,General Inquiry / Feedback,False,0.8827162981033325,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2435005,"@AmazonHelp Can't login it says Account locked

Your account has been locked for security purposes. Please check your email for instructions on how to unlock your account.",Account Access Issue,False,0.8972342014312744,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1598917,@AmazonHelp marketplace - I've just spoken to a member of your team and it's all sorted. Thanks,Marketplace / Seller / Pricing Issue,False,0.8658262491226196,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
75821,@119625 @132976 Thank you for releasing it on the same day as global release!,General Inquiry / Feedback,False,0.6951454877853394,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2449451,@AmazonHelp It hasn’t been processed! That’s the point!,General Inquiry / Feedback,False,0.7683805227279663,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1080893,"@115850 For the amazon echo dot, i am not able to find amazon echo app in Appstore.  Is this a different one from the US or UK devices ?",App / Digital Content / Technical Issue,False,0.6888363361358643,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
108231,@AmazonHelp To talk to customer service which I already did.,General Inquiry / Feedback,False,0.9131449460983276,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2300294,Fuck @115821 They Fucking Locked My Account For No Goddam Reason. Just A Bunch Of Phony Ass Bitches.,General Inquiry / Feedback,False,0.6733407974243164,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
861823,"@115850 called customer care as well, he advised to replace the order. Replacing order show 1item per account. Disgusting....",Wrong / Missing / Damaged Item,False,0.674498438835144,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
726786,"Pathetic experience with @115850  Ordered a phone , without any notice got undelivered. No replacement while phone available on app.",Wrong / Missing / Damaged Item,False,0.7025564312934875,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
959300,@AmazonHelp As per ur email I hv added my bank account detail on 20/10 pls refund money,Refund / Billing / Charge Dispute,False,0.7654290199279785,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
326334,@115850 @115821 @AmazonHelp @115830 ordered 407-4582582-9873957.. Refund not processed even after regular follow up. Product defective..,Wrong / Missing / Damaged Item,False,0.8292073011398315,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2065754,@AmazonHelp And how can you say that IT WILL REACH IN THE 4TH ATTEMPT?,General Inquiry / Feedback,False,0.645548939704895,ESCALATE,Weak historical grounding (top1_similarity_score=0.646 < 0.65).
109968,"@AmazonHelp From I could barely understand they *might* send a replacement but I need to pay postage then claim it back - really? How that is helping me I don’t know. I’m really done filling in forms, phoning and your awful deliveries - stop throwing over the fence!",Delivery Delay / Non-Delivery,False,0.7031314373016357,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1601827,"@AmazonHelp It's been 8 days, I'm helpless now. I complained for refund, but they nevr contact me nor curriers service came for pick-up. Need help!!",Refund / Billing / Charge Dispute,False,0.7851125597953796,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
283987,"@AmazonHelp @4030 @118702 @115937 @4110 @4168 @119356 @115821 @131283 @144775 @2517 @115830 @115850 Dear Amazon,
Y have u not published my review which wil help ur own customers to keep away from your faulty e-products?
#ScamAtAmazon
#Day49",Wrong / Missing / Damaged Item,False,0.699713945388794,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
894599,@AmazonHelp Some Help?  I'm being told to buy from another seller.  Thought you stood behind your products @115821 https://t.co/b520YmJVVt,Marketplace / Seller / Pricing Issue,False,0.7697781324386597,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
882993,@AmazonHelp Have already reached out to customer care twice and received some vague standardised response. Ordered the product frm @118702 now instead,General Inquiry / Feedback,False,0.7697851061820984,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1472712,"My wife and I own a little gift shop. We sold our product on Amazon, and our account got hacked, so they cut off our account, and are holding our money since June 19th. We made 26 calls without results. Nobody there has any answers. We need help.",Account Access Issue,False,0.6595134735107422,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
321633,@AmazonHelp Just to let you know my replacement arrived in mint condition 👍🏼,Wrong / Missing / Damaged Item,False,0.5901260375976562,ESCALATE,Weak historical grounding (top1_similarity_score=0.590 < 0.65).
69646,@AmazonHelp We are at work today and out today at a private appointment. We can't take another day off for Amazon deliveries.,Delivery Delay / Non-Delivery,False,0.7744727730751038,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
30038,@115850 @AmazonHelp Alexa's accent for Indian English is horrible. Just horrible. And skills are blocked for other languages.,App / Digital Content / Technical Issue,False,0.72380530834198,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
396872,"@115850 had ordered for two Mac Ruby Woo lipsticks but received only one and update said delivered both.this is crazy,can you please check",Delivery Delay / Non-Delivery,False,0.5904535055160522,ESCALATE,Weak historical grounding (top1_similarity_score=0.590 < 0.65).
204968,@115821 my album was supposed to get here 10 minutes ago :) where is she???????,General Inquiry / Feedback,False,0.6352132558822632,ESCALATE,Weak historical grounding (top1_similarity_score=0.635 < 0.65).
1911598,Excuse me @115821 - how does this work? Different price on the main list than at the point of purchase? https://t.co/6rNK1W3uDv,Marketplace / Seller / Pricing Issue,False,0.6252033114433289,ESCALATE,Weak historical grounding (top1_similarity_score=0.625 < 0.65).
297303,@AmazonHelp The entire intent of tweeting again was the issue is unresolved even after receiving the correspondence concluding that your team is hopeles,General Inquiry / Feedback,False,0.7637545466423035,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1090517,@AmazonHelp The order is not there. (slightly older than 6 months),General Inquiry / Feedback,False,0.8354717493057251,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
2487072,@115821 Don't buy from Amazon in fact don't set up an a count they will rob you and then make it so hard to get your money back even when they admit it wasn't your fault carp company with even worse customer service,Refund / Billing / Charge Dispute,False,0.7245570421218872,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
419848,@AmazonHelp The same defective item order was resent to me as replacemnt.Is thr any Quality contrl at Amazon Order no.408-2904446-2943566,Wrong / Missing / Damaged Item,False,0.6757107973098755,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
1844396,"@AmazonHelp  @115850  @115851  Very poor service in return, Please check this ORDER # 406-9540692-7046761 , requested return and replacement(ORDER # 408-0806392-9059553) 4 days ago- no one is coming for pickup. That's why replacement is not dispatching.",Wrong / Missing / Damaged Item,False,0.7844372987747192,AUTO-HANDLE,Clear intent match with reasonably strong historical precedent.
