customer_tweet_id,customer_text,amazon_reply_text,intent_confirmed,drafted_reply,top1_similarity_score
722113,"@AmazonHelp Explain this. Shipped on a Tuesday but won't deliver till Friday, when originally promised Thursday. It's Prime. Why not 2days https://t.co/XMq4FLuobN","@188699 I'm sorry, we don't have account access via Twitter, but we'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^MV",Delivery Delay / Non-Delivery,"Hi @AmazonHelp, the dispatch period can take a couple of days. Prime delivery is one day from carrier receiving it. Check your order status to see if it was with the carrier by Tuesday night. If not, it will be delivered on Friday. ^TD",0.7901430130004883
1135235,Hey @119625 when does 'shameless' season 8 release in India on prime video?,@387442 We currently don't have an update. We are constantly adding new content to the library. Do stay tuned for an update. ^BV,App / Digital Content / Technical Issue,Currently we have no announcement on it. Please stay tuned to our website for future updates. ^RW,0.6950259208679199
1567094,@AmazonHelp I have send mail already to your qla team but not any response so please help to me I have add money to amazon pay balance so please help me,@414137 we want to ensure that all our customers have an opportunity to order these items. As our prices &amp; product supply change2/3^AH,Refund / Billing / Charge Dispute,Sorry for the delay. Please connect with us here: https://t.co/00q4Sqj9zL and we'll have this issue checked. ^KA,0.7451132535934448
643864,@AmazonHelp I spoke to your support staff. They said your order would not be replaced. Your amount will be refunded  to your amazon account.,@272846 Request you to share your details here: https://t.co/beaaDm0muc and we'll have this checked. ^GK,Refund / Billing / Charge Dispute,Sorry for the confusion. Please report this issue to our support team here: https://t.co/vlvfJr4nN9 and we’ll look into it. ^SF,0.7198171615600586
1720093,@115850 wat kind of sorcery this u charge ur regular customer more. https://t.co/8rcRuCp0qf,@483097 Pricing and offers are decision of the sellers. The constantly changing marketplace and (1/2)^HR,Marketplace / Seller / Pricing Issue,I'm sorry for any inconvenience. Please let us know the order details so we can investigate. You can review our delivery charges here: https://t.co/IqvWREe3kh. 2/2 ^EM,0.6789094805717468
1188155,"@AmazonHelp AMZL US,   btw I'm partially handicapped which is why it's a big deal, plus big package very visible to potential thieves driving by",@399409 Please provide your details here: https://t.co/5qTaa6abmv and my team will escalate the order to Amazon Logistics. ^EZ,Delivery Delay / Non-Delivery,@123456 We're sorry to hear about your concerns. Please share your order number and delivery address here: https://t.co/Y9sbljc1Ol so we can investigate and arrange a safe delivery. ^LI,0.681469738483429
503461,"@AmazonHelp Sure... so, two things: what are ‘external factors’, and how can something be out for delivery for eight hours and not show?! https://t.co/nDu9gvpTo1","@235316 We'd like to look into this for you, but we can't access your account via Twitter. When you have time, please reach out to us over phone or chat so we can discuss what options may be available: https://t.co/hApLpMlfHN ^AR",Delivery Delay / Non-Delivery,"@123456 External factors can include weather, traffic, or hub delays. Parcels are delivered until 21:00. If you still don't see an update, let us know. For more info, visit: https://t.co/GfL6hGhBRH ^TK",0.6441730260848999
445643,@AmazonHelp @115850 You have charged extra for 11 AM delivery . I had to gift it to someone . I am waiting for it . My order id is 408-7145886-3472365 .Stop doing fake promotions if you dont have stock . Please make sure it is delivered to me in next 2 hours,"@220530 Apologies for the delay in the delivery of your order, please share your details here:
https://t.co/beaaDlIL5C and we'll assist you accordingly. Please don't provide your order details, we consider it to be personal information.Our page is visible to the public. ^SU",Delivery Delay / Non-Delivery,@123456 We're sorry for the inconvenience. Please share your order number and the delivery address here: https://t.co/vlvfJr4nN9 so we can investigate the extra charge and delivery time. ^PB,0.7230091094970703
744114,@AmazonHelp Then how come I was charged Rs. 3500 for shipping charges.. Please reverse the transaction,@297351 Kindly reply to the same for further updates. (2/2) ^VM,Refund / Billing / Charge Dispute,"@123456 I understand your concern, unfortunately we cannot reverse shipping charges. If you believe there's an error, please open a return in your order details or contact the seller. ^ZH",0.7098641395568848
1250301,@AmazonHelp Do you have to purchase an echo device to get prime music or just being a amazon prime subscriber is enough??,@413338 Amazon Prime Music will be available to Indian Prime Members exclusively on echo devices starting 10/31 and in near 1/3 ^PS,App / Digital Content / Technical Issue,"@123456 I get your concern. Prime Music is included with your Prime membership, no Echo device is required. For more info, visit https://t.co/primeMusic. ^AR",0.6997027397155762
779941,@AmazonHelp The goods got picked up yesterday..however the App still after more than 24 hours does not reflect it,"@306231 Please do not worry Mamta, we'll sort this out and update you soon. ^HN",App / Digital Content / Technical Issue,@123456 We have troubleshooting steps that might help find your pickup status. You can find them here: https://t.co/jD9EQk1i9j ^DA,0.7384968996047974
1066861,"@115830 Prime Now instructions to leave at the door ignored, resulting in us being woken up and the dogs going crazy! Not happy!",@371766 I'm sorry your delivery instructions weren't followed! You can always help us improve by contacting us through the app. ^KJ,Delivery Delay / Non-Delivery,@115830 I'm sorry your delivery instructions weren't followed. Please reach out to us here: https://t.co/JzP7hlA23B ^VS,0.7011287212371826
1372759,"@116439 im having Audio sync problems, any fix?",@439486 I'm sorry for the audio trouble. Have you tried this troubleshooting: https://t.co/Im5KO23JEa? ^RR,App / Digital Content / Technical Issue,"Hey, let's try some troubleshooting steps: https://t.co/hApLpMlfHN ^WT",0.532042384147644
2806640,"I think amazon delivered my order to the wrong mailbox and imma cry, i need it for thanksgiving 😩😩😩😩",@782783 I'm sorry for the trouble! I know how frustrating this can be. What is the latest status update for your order: https://t.co/Y5jpI9ys9c ^LR,Delivery Delay / Non-Delivery,Allow us to look into this issue. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,0.670378565788269
2924535,"Seriously, @AmazonHelp, why am I even paying for Prime? Saying “we’re sorry your package will be late” doesn’t really fix anything. https://t.co/b1nceQMfdN","@434727 I'm sorry for the frustration! We'd like to assist. Without providing any order/personal information, are you having an issue with a current order as well? ^SJ",Delivery Delay / Non-Delivery,"@123456 I'm sorry about the delays, [name]! Have you noticed a trend with a specific carrier: https://t.co/Y5jpI9gRhE ? ^LB",0.876203179359436
210424,@165806 @115850 @121294 Mine screen broken but not replaced in last 40 days nobody bother to address the issue,@219448 I'm sorry about this experience. Have you reported it to our support team here: https://t.co/2t6DQoUmNZ? ^GD,Wrong / Missing / Damaged Item,@123456 My apologies. Please report this to our support team here: https://t.co/1827zgjucg and we'll assist you. ^NK,0.5466079115867615
319712,@AmazonHelp @115850 15 days past but nither received product nor refunded money to my account from Amazon.,@192220 Sorry for the stretch. Please revert our email for further updates. ^HA,Refund / Billing / Charge Dispute,@123456 I apologize for the delay. Please share your order details through the secured link we sent earlier so we can investigate: https://t.co/rS49hgaADF. ^SM,0.7670096158981323
337437,@115830 @129773 @AmazonHelp  wanted to settle down and watch Arrival... where are the subtitles?,"@196521 Hey there, which device are you streaming from? Here's how you can turn them on in app: https://t.co/GTAymnS0jA ^DW",App / Digital Content / Technical Issue,@115830 Please try the link again using a mobile browser in desktop view. ^DO,0.785903811454773
2390398,"@115850 order no 408-5653703-6268348, 1 pc was defective, got replacement n have confident that it will work so i didn't check also i was travelling. Today i check the pc and didn't working also my retrun date was lapsed (13th nov), CC team put me on hold for 30 min n solu help",@688594 I'm sorry to hear about the experience you've had with the delivery of the recent order. Let me work on this right away. Kindly fill in your details here https://t.co/ZSCESkOOUe and we'll reach out to you for assistance. (1/2) ^VM,Wrong / Missing / Damaged Item,@115850 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. Please don’t provide your order/account details as we consider them to be personal information. Our Twitter page is visible to public. ^MK,0.599109947681427
2391837,@115850 ord no:406-5494715-4837112 my sis purchased it wantd 2 return. PFA img this is hw I got it. Filed claim no response frm seller 1/n https://t.co/bVpmwIC0il,"@688852 I'm sorry that you received a damaged item. As you mentioned that you've filed the claim, it should be processed within 1-2 weeks from the date it was submitted. Do let us know if we have missed the time frame. ^AM",Wrong / Missing / Damaged Item,@115850 Sorry about that. Kindly get in touch with us here: https://t.co/kUwRHep9Wh and we’ll be glad to help you. ^AG,0.5865490436553955
1689315,@115850 @AmazonHelp Today you have lost another customer. Fed up of your delivery standards. No commitment from customer service too.,@512912 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,Delivery Delay / Non-Delivery,@123456 We've sent you a correspondence. Kindly check the same here: https://t.co/abcdEFGH ^SG,0.8430716395378113
177393,@115821 That shipping was delayed 2-3 days. A few months ago I also pre ordered a book that was suppose to get to me the day of it’s released and again I didn’t get it in time. I didn’t care but this is the second time a delay has happened so I called and emailed to ask what happened,"@157767 I can only apologise for this occasion, if it were available we surely would have replaced. Did you receive the book from your last order? ^KI",Delivery Delay / Non-Delivery,@123456 Please check the expected delivery date here: https://t.co/XYZ12345. Let us know if it still doesn't arrive. ^JE,0.8419009447097778
1222599,@115821 seriously disappointed in your lack of security. My account was hacked and nobody is in a hurry to help me :(,@406884 I'm so sorry this happened. We would love to help you with this. Have you received a message from an Account Specialist?^AY,Account Access Issue,@123456 Sorry to hear about the security issue. Which website are you registered with? https://t.co/abcDEF https://t.co/ghiJKL? ^NV,0.7271102666854858
2736276,I'd really like to know why my @116935 quick access options aren't showing up.,"@766786 Thank you for reaching out to us! Are you accessing from your computer or from the app? If you are accessing from the app, check to see if it is updated. Keep us posted. 
^AV",App / Digital Content / Technical Issue,Apologies for the inconvenience. Please fill out this form: https://t.co/beaaDm0muc and we'll look into it. ^RS,0.46869778633117676
543561,@UPSHelp @AmazonHelp please read above. The issue is on your end.,"@246250 Thank you for contacting us, Jayme! I am sorry you have not received your package. We are here to help! Just to clarify, can you tell us what the current order status is showing here: https://t.co/Y5jpI9gRhE ^SC",Delivery Delay / Non-Delivery,I’m sorry for the inconvenience. We’re looking into this and will update you shortly. ^GM,0.8626392483711243
566597,@AmazonHelp I filed out link it stated I will have response within 12 hours.  That’s not real time.,"@252844 For live help, please select chat or phone. That will be most effective for troubleshooting. ^AM",General Inquiry / Feedback,I’m sorry for the delay. Please click here: https://t.co/GIJyeYqKE0 and we’ll get back to you soon. ^MP,0.7973434925079346
393112,@115821 how do i put it so when i buy something i have to put password in on firestick as my son keeps buying stuff without me knowing,"@209095 We're happy to help! For details on how to set up an Amazon Video PIN, please see here: https://t.co/PDhmlcy01g ^CO",App / Digital Content / Technical Issue,"@115821 You can set a password in the Fire TV settings. For help, check our Fire TV Stick Support team here: https://t.co/vMxZIAf2qu ^JC",0.7187080383300781
2403888,I don't know why @116316  Prime in Belgium isn't being carried out by @37596. @132988 isn't as fast (and not as good as Bpost).,@691496 Thanks for your feedback. I'll pass this on to the department responsible. ^RS,General Inquiry / Feedback,@116316 Hi! I'm sorry about the delay. Could you let us know the carrier for your packages? You can find that info here: https://t.co/Y5jpI9gRhE ^LS,0.5467716455459595
2884210,"@AmazonHelp that screenshot is all it says when I click into it, it currently also says “arriving today” - it’s said that since yesterday morning, also said it on Thursday.",@133008 Could you please contact us so that we can look into this further for you? You can reach us here: https://t.co/oGDklGgbCZ. ^PJ,Delivery Delay / Non-Delivery,@AmazonHelp Please reach out to us directly here: https://t.co/JzP7hlA23B and we will look into this further. ^PK,0.9046138525009155
1427378,@116439 How come I have to replace the batteries in my fire TV remote every other day?,@451573 I'm sorry for the trouble with your Fire TV remote! Please contact us here: https://t.co/hApLpMlfHN ^MO,App / Digital Content / Technical Issue,@116439 Oh no! Can you tell us a little more about the issue? Are you using fresh batteries? ^BA,0.5953319072723389
1664433,"@115850 I need to change my delivery location, no way to speak with someone to change. Can someone call me or sort this for me online?",@507252 Kindly contact our support team here: https://t.co/rS49hgaADF so that we can assist you accordingly. 2/2 ^VH,Delivery Delay / Non-Delivery,@115850 I'm sorry but once the order is placed the delivery address cannot be changed. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 for further assistance. ^GD,0.754001259803772
1326848,"@AmazonHelp Thanks 

I fixed via remove app, reinstall app &amp; re-authenticate account.  

https://t.co/5YIvmyfCfN…","@429587 Thant's good to hear, thanks for the update. ^JJ",App / Digital Content / Technical Issue,"@115850 Thanks for keeping us posted! If you need anything else, just let us know. ^EP",0.7482291460037231
77337,@AmazonHelp The order is sold by Amazon. Thank you,"@133240 Thanks for confirming, Steffan! Please allow for delivery by 21:00 on the new estimated delivery date. Otherwise, we'll be happy to research other options via phone or chat here: https://t.co/JzP7hlA23B. I hope this helps! ^SD",Delivery Delay / Non-Delivery,@123456 We'd like to review available options with you. Please contact us by phone or chat: https://t.co/hApLpMlfHN when you have the chance. ^AB,0.833114743232727
2848950,@109136 Any input @AmazonHelp? Firefox is showing the same screen now.,@792267 We won't ask for your SSN. If applying for a payment card (e.g. Visa card or store card) you may be prompt to provide personal information. ^MG,App / Digital Content / Technical Issue,"@987654 Please clear your browser cache and restart Firefox, then try again. Let us know if that helps. ^BD",0.6272004842758179
470874,"@AmazonHelp You  have all my details.  You can check my account from anywhere. Why can't you accept that your are making terrible mistakes. Just to skip from public embarrassment, you want to discussed over Amazon app, which I already done. After making more than 10 complaints 1/2","@226945 I understand you're upset with the concern. Twitter being a social media platform, we cannot access your Amazon account via Twitter. Please reply to the email you've received from our team and we'll reach out to you soon. ^AP",General Inquiry / Feedback,"@654321 We don't have access to your account through Twitter, but we'd be happy to see what we can do for you here: https://t.co/iuGhNLfjKx ^MB",0.7871544361114502
2469391,@AmazonHelp Just did that it keeps saying i only can watch stuff on the dam website if it still doing this by tomorrow im cancelling as not going pay for something thats not working,"@706420 Hi Barry, can you please reach out to us directly via the following so that we can troubleshoot in real time?:   https://t.co/JzP7hlA23B ^KI",App / Digital Content / Technical Issue,"@123456 We're here to help! Are you looking to cancel your Prime subscription, or would you like to keep it and troubleshoot the streaming issue? ^JE",0.6667202711105347
62195,@115821 I'm home alone with a two year old. Delivery person left these downstairs ? Mind you they're heavy and there's an elevator! https://t.co/e44bZxEPhn,"@130243 I'm sorry for the frustration! We'd like to better understand what happened, is this an apartment hallway or mail room? ^CC",Delivery Delay / Non-Delivery,I'm so sorry your delivery was left downstairs. Was anything damaged? Please share more details here: https://t.co/Yt8m66zG1Q ^AM,0.6456103324890137
2545412,"@115850 Defective prduct parceled ord 7 size shoe,got 6 sze fr left leg n 7 fr right leg,instead asking vendor fr blunder amz asking me to refund it","@181629 My apologies for the inconvenience caused with the order, Rajkumar. Please fill in your details here: https://t.co/6EHXc9kkAM and we will get back to you at the earliest. ^KS",Wrong / Missing / Damaged Item,Could you please share your order number so we can investigate the size issue? ^PB,0.5614882707595825
2827961,"@AmazonHelp Just checked, benefits were not used in both October and November, but you are only refunding for Nov. What about refunding the October membership fee?","@153141 I'd like for a member of our team to look into this for you. Reach out to us here https://t.co/hApLpMlfHN via phone or chat. We're here to help.
^AV",Refund / Billing / Charge Dispute,Please contact us here: https://t.co/hApLpMlfHN to look into this with an agent. ^JJ,0.6333286762237549
2310963,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/MYuq5R82Hn,"@670229 I'm sorry you're having this issue. Without giving us any person account information, could you tell us a little more about what's going on? ^AY",Marketplace / Seller / Pricing Issue,"I'm sorry for the frustration. When you spoke with seller support, what insight did we provide? ^CO",0.9908432364463806
2132875,@117795 @AmazonHelp hey I have prime - if I want to get narcos it’s Netflix - do I have to pay extra to watch these?  Also says watch with 30day free trail but I’ve already got an account? Help explain xx,@175913 You can find the eligibility requirements here: https://t.co/13oDOz7Lhq. Are you logged into the correct account? ^TG,App / Digital Content / Technical Issue,"Prime Video is separate from Netflix. To watch Narcos, you'll need a Netflix subscription. The 30‑day free trial is for Prime Video, not Netflix. You can sign up for Prime Video here: https://t.co/CwWN2Y4WWA ^GK",0.6379835605621338
1996326,@AmazonHelp It is outside the 30 days and I've already contacted your chat people who assured me they would sort it out but the seller refused and the return has been closed very frustrating,"@590302 When you spoke to our customer service team on the chat service, what resolution was offered to you please?^GA",Refund / Billing / Charge Dispute,@123456 I'm sorry to hear that. Please share your order number so we can open a new return request. You can also start a return here: https://t.co/XYZ ^BN,0.6632602214813232
129223,@AmazonHelp I don't know..... Coz 5 minutes back it was on hold and after i mailed to __email__ ...now i got message in my app that my refund is processed... Does it means now my account is unholded?,"@145094 As you've sent an email to our account specialist team, they'll reach out to you with updates on your account. ^AP",Refund / Billing / Charge Dispute,"@123456 Your refund processed means your account should be unheld. Check your email for hold release. If not, let us know. View status here: https://t.co/ABC ^SA",0.7778477668762207
1128096,"@AmazonHelp your warehouse deals are a joke. I paid £116 for item with no stand, rattling sound, no remote or anything! Angry 😡","@258142 Hey, normally it tells you on the product details page exactly what is missing with the item. ^AS",Wrong / Missing / Damaged Item,@123456 I'm sorry about the missing parts. Please share your order number so we can investigate. Start a return here: https://t.co/XYZ ^PJ,0.5838651657104492
131779,@AmazonHelp That someone would email me with an update in 2 business days. (I spoke to them on phone).  That was a month ago -told the same 4 days ago - still waiting! It is a known issue apparently but have had this nearly a month now and it's not fixed.  It DOES NOT work with @7830,"@145713 Hi, really sorry to hear this! This is not the service we want our customers to experience. Can you please contact us via this link: https://t.co/JzP7hlA23B. We would like to investigate this issue further. Let us know how you get on! ^JC.",General Inquiry / Feedback,@123456 Apologies for the delay. Please reach out via https://t.co/hApLpMlfHN and we’ll investigate further. ^TP,0.7637002468109131
2534482,@115850 A story of my experience with Amazon. I posted a review on this product and Amazon refused to post my review also. I have given images of the product I ordered and product I received also. https://t.co/VH7o2HTw49,"@721139 We'd like to check this for you. Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon.
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^SY",General Inquiry / Feedback,@654321 We’re sorry your review wasn’t posted. Please contact us here: https://t.co/2t6DQoUmNZ and we’ll look into it. ^ZH,0.7557421922683716
2678093,@115833 Care to solve this problem with Bluetooth disconnection after two seconds between Echo and OP 5 devices? Looks like sporadic issue https://t.co/wrQYtWGp4U,"@753648 Hello! Thanks for reaching out to us. When you get a moment, please check out this help page for troubleshooting steps: https://t.co/4o5Hy5sfQn Please let us know if you have further questions! ^SW",App / Digital Content / Technical Issue,"@987654 That's odd! Have you tried restarting both Echo and OP 5? If the issue persists, please contact us here: https://t.co/FCiOB9HNus and we’ll help you. ^PJ",0.5693118572235107
17220,@AmazonHelp None of your links are taking me to a solution. Been after this since 3 days. Most pathetic service ever. You guys shall call me ASAP! (1/2),@119793 Please add an email address to your account and then continue to fill the form. Appreciate your patience. ^RW,Account Access Issue,@123456 I'm sorry you're having trouble. Please fill out this form: https://t.co/beaaDm0muc and we’ll get back to you ASAP. 1/2^VH,0.834251880645752
494975,@115821 So my account got hacked into. I am not able to login and in spite of changing my password multiple times it keeps saying password is wrong. Now I get a notification that email has been changed as well. Cant talk to anyone customer service says they need to fill a form!,@233038 I'm so sorry for the account troubles. I know this sort of thing can be especially frustrating at the Holidays and we'd like to help! Please give us a call so we can check on that escalation without having to sign in here: https://t.co/jzvkhdlrK5 ^SG,Account Access Issue,@123456 I'm sorry to hear this. Please reach out to us here: https://t.co/zYVX1Qi29G and we’ll help you recover your account. ^JY,0.8081686496734619
1808133,Hey @115821. Why do I pay extra for next day when it takes you 4 days to ship. https://t.co/aRvek1Gbtv,@164460 So sorry! Was the 31st the date that was quoted when checking out? You can find that date here: https://t.co/Y5jpI9gRhE ^LS,Delivery Delay / Non-Delivery,"@123456 Hey, the two‑day shipping refers to the transit time after the item has shipped. You can find more info here: https://t.co/tWTF7ABJDZ ^LA",0.7118659019470215
1339867,@AmazonHelp Can your drivers not knock on the door instead of forcing parcels through my letter box? Parcel is now damaged 🙄,@170769 Oh no! We'd love to help in any way we can. Please click here so we can look into some options: https://t.co/JzP7hlA23B ^NM,Wrong / Missing / Damaged Item,@123456 That's not good! Please give us a ring here: https://t.co/JzP7hlA23B so we can look into this with you! ^TR,0.7013280391693115
93731,"I’d rather be told my package is coming in 3-5 business days, rather than being lied to about my package coming on a specific date @115821. You guys have been HORRIBLE","@136319 I'm sorry for any trouble. Are you having issues with a current order? If so, what's the latest tracking show: https://t.co/3TfD7ye2UH? ^SH",Delivery Delay / Non-Delivery,@654321 I'm sorry for the delay. Who was the carrier for this order? You can find this info here: https://t.co/Y5jpI9gRhE ^KN,0.7110398411750793
759749,@AmazonHelp Thanks I've submitted a query via the link,@301534 Anytime! Thank you for the update. Let us know if you have any other questions or concerns. ^AL,General Inquiry / Feedback,@987654 Thanks for confirming. We have received your details. We will look into it and will get back to you at the earliest. ^JS,0.8511338233947754
341548,@115850 Sony passive 3-D tv glasses.. Actual price is Rs.349 FRAUD AMAZON INDIA 😡😡 #AmazonIndia https://t.co/0WFy7mpxmW,@380096 link in the Product Details section of any product page. 3/3 ^RS,Marketplace / Seller / Pricing Issue,"@115850 If you’re seeing a price discrepancy, you can report a lower price by clicking the link on the product details page. Let us know if you need help with that. ^SV",0.5993610620498657
64222,"@AmazonHelp Your assistance cannot cannect me,
Can't cannect on costumer care. Facing so many problem,
Than I using social media platform, tell your assistant to contact me, on call or email",@130737 Sorry to know that you're facing trouble in reaching out to our support team. Kindly drop in your details here: https://t.co/beaaDm0muc and we'll get back to you with an update at the earliest. ^EM,General Inquiry / Feedback,@AmazonHelp Sorry for the inconvenience. Please drop your details here: https://t.co/GIJyeYqKE0 and we’ll look into it. ^SB,0.698406457901001
